id:ID,name,label:LABEL,identifier,text,sourceDocument,pageStart,pageEnd,sectionLabel
Disclosure_Disclosure_Requirement_E3_3_Targets_related_to_water_and_marine_resources,Disclosure Requirement E3-3 – Targets related to water and marine resources,Disclosure,Disclosure Requirement E3-3 – Targets related to water and marine resources,"Disclosure Requirement E3-3 – Targets related to water and marine resources 20. The undertaking shall disclose the water and marine resources-related targets it has set. 21. The objective of this Disclosure Requirement is to enable an understanding of the targets the undertaking has adopted to support its water and marine resources-related policies and address its material water and marine resources-related impacts, risks and opportunities. 22. The description of the targets shall contain the information requirements defined in ESRS 2 MDR-T Tracking effectiveness of policies and actions through targets. 23. The disclosure required by paragraph 20 shall indicate whether and how its targets relate to: (a) the management of material impacts, risks and opportunities related to areas at water risk , including improvement of the water quality; (b) the responsible management of marine resources impacts, risks and opportunities including the nature and quantity of marine resources-related commodities (such as gravels, deep-sea minerals, seafood) used by the undertaking; and (c) the reduction of water consumption , including an explanation of how those targets relate to areas at water risk, including areas of high water-stress. 24. In addition to ESRS 2 MDR-T, the undertaking may specify whether ecological thresholds and entity-specific allocations were taken into consideration when setting targets . If so, the undertaking may specify: (a) the ecological thresholds identified, and the methodology used to identify such thresholds; (b) whether or not the thresholds are entity-specific and if so, how they were determined; and (c) how responsibility for respecting identified ecological thresholds is allocated in the undertaking. 25. The undertaking shall specify as part of the contextual information, whether the targets it has set and presented are mandatory (required by legislation) or voluntary. Disclosure Requirement E3-4 – Water consumption 26. The undertaking shall disclose information on its water consumption performance related to its material impacts, risks and opportunities. 27. The objective of this Disclosure Requirement is to provide an understanding of the undertaking’s water consumption and any progress by the undertaking in relation to its targets. 28. The disclosure required by paragraph 26 relates to own operations and shall include: (a) total water consumption in m3; (b) total water consumption in m3 in areas at water risk, including areas of high-water stress ; (c) total water recycled and reused in m3; 8 8 This information supports the information needs of financial market participants subject to Regulation (EU) 2019/2088 because it is derived from an additional indicator related to principal adverse impacts as set out by indicator #6.2 in Table II of 5 (d) total water stored and changes in storage in m3; and (e) any contextual information necessary regarding points (a) to (d), including the water basins’ water quality and  quantity, how the data have been compiled, such as any standards, methodologies, and assumptions used, including whether the information is calculated, estimated, modelled, or sourced from direct measurements, and the approach taken for this, such as the use of any sector-specific factors. 29. The undertaking shall provide information on its water intensity : total water consumption in its own operations in m 3 per million EUR net revenue 76 . Disclosure Requirement E3-5 – Anticipated financial effects from material water and marine  resources-related risks and opportunities 30. The undertaking shall disclose the anticipated financial effects of material water and marine resources-related risks and opportunities. 31. The information required by paragraph 30 is in addition to the information on current financial effects on the entity’s financial position, financial performance and cash flows for the reporting period required under ESRS 2 SBM-3 para 48 (d). 32. The objective of this Disclosure Requirement is to provide an understanding of: (a) anticipated financial effects due to material risks arising from water and marine resources -related impacts and dependencies and how these risks have (or could reasonably be expected to have) a material influence on the undertaking’s financial position, financial performance and cash flows, over the short-, medium- and long-term; and (b) anticipated financial effects due to material opportunities related to water and marine resources. 33. The disclosure shall include: (a) a quantification of the anticipated financial effects in monetary terms before considering water and marine resources-related actions or where not possible without undue cost or effort, qualitative information. For financial effects arising from opportunities, a quantification is not required if it would result in disclosure that does not meet the qualitative characteristics of information (see ESRS 1 Appendix B Qualitative characteristics of information ); (b) a description of the effects considered, the impacts and dependencies to which they relate, and the time horizons in which they are likely to materialise; and (c) the critical assumptions used to quantify the anticipated financial effects, as well as the sources and level of uncertainty of those assumptions. Annex I of Commission Delegated Regulation (EU) 2022/1288 regarding disclosure rules on sustainable investments (“Water usage and recycling”, 2. Weighted average percentage of water recycled and reused by investee companies). 76 This information supports the information needs of financial market participants subject to Regulation (EU) 2019/2088 because it is derived from an additional indicator related to principal adverse impacts as set out by indicator #6.1 in Table II of Annex I of Commission Delegated Regulation (EU) 2022/1288 with regard to disclosure rules on sustainable investments (“Water usage and recycling”, 1. Average amount of water consumed by the investee companies (in cubic meters) per million EUR of revenue of investee companies). 6 This appendix is an integral part of the ESRS E3. It supports the application of the disclosure requirements set out in this standard and has the same authority as the other parts of the Standard.",ESRS_20E3_20Delegated-act-2023-5303-annex-1_en.pdf,5,7,Disclosure Requirement E3-3 – Targets related to water and marine resources
Topic_ESRS_2,ESRS 2 General disclosures,Topic,ESRS 2,,ESRS_20E3_20Delegated-act-2023-5303-annex-1_en.pdf,7,11,ESRS 2 General disclosures
Disclosure_Disclosure_Requirement_related_to_ESRS_2_IRO_1_Description_of_the_processes_to_identify_and_assess,Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and ,Disclosure,Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess,"Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities AR 1.  When conducting a materiality assessment on environmental subtopics, the undertaking shall assess the materiality of water and marine resources in its own operations and its upstream and downstream value chain, and may consider the four phases below, also known as the LEAP approach: (a) Phase 1: locate where in its own operations and along the value chain the interface with nature takes place; (b) Phase 2: evaluate the dependencies and impacts ; (c) Phase 3: assess the material risks and opportunities ; and (d) Phase 4: prepare and report the results of the materiality assessment. AR 2.  The materiality assessment for ESRS E3 corresponds to the first three phases of this LEAP approach, the fourth phase addresses the outcome of the process. AR 3.  The processes to assess the materiality of impacts, risks and opportunities shall consider the provisions in ESRS 2 IRO-1 Description of the processes to identify and assess material impacts, risks and opportunities , and IRO-2 Disclosure Requirements in ESRS covered by the undertaking’s sustainability statement . AR 4.  The sub-topics related to water and marine resources covered by the materiality assessment include: (a) water, which encompasses the consumption of surface water , groundwater , as well as withdrawals and discharges of water; and (b) marine resources , which encompasses the extraction and use of such resources and associated economic activities. AR 5.  In phase 1, to locate where there are areas at water risk, and areas where there is an interface with marine resources that could lead to material impacts and dependencies in its own operations and along its upstream and downstream  value chain, the undertaking may consider: (a) the locations of direct assets and operations and related upstream and downstream activities across the value chain ; (b) the sites located in areas at water risk , including areas of high-water stress;  and (c) the sectors or business units that are interfacing with water or marine resources in these priority locations. AR 6.  The undertaking shall consider river basins as the relevant level for assessment of locations and combine that approach with an operational risk assessment of its facilities  and the facilities of suppliers with material impacts and risks. 7 AR 7.  The undertaking shall consider the criteria for defining the status of water bodies according to the relevant Annexes of Directive 2000/60/EC (Water Framework Directive) as well as the guidance documents provided for implementation of the Water Framework Directive. The list of guidance documents can be accessed under the European Commission’s Environment home page. AR 8.  In phase 2, to evaluate its impacts and dependencies for each priority location identified under AR 5, the undertaking may: (a) identify business processes and activities that lead to impacts and dependencies on environmental assets and ecosystem services ; (b) identify water and marine resources -related impacts and dependencies across the undertaking’s value chain; and (c) assess the severity and likelihood of the positive and negative impacts on water and marine resources. AR 9.  For the identification of water and marine resources -related dependencies , the undertaking may rely on international classifications such as the Common International Classification of Ecosystem Services (CICES). AR 10. When identifying its marine resources -related dependencies , the undertaking shall consider if it depends upon key marine resources-related commodities, including but not limited to gravels and seafood products. AR 11. Marine resources are defined according to their use by human societies and must be considered in relation to the pressure they are subject to. Some of the pressure indicators are presented in other ESRS, namely microplastics and emissions to water in ESRS E2 and plastic waste in ESRS E5. AR 12. Examples of marine resources dependencies which may be considered by the undertaking are: (a) dependencies on commercially exploited fish and shellfish in its own operations and its upstream and downstream value chain; and (b) fishing activity that involves mobile bottom trawling, which can also have negative impacts on the seabed. AR 13. In Phase 3, to assess its material risks and opportunities based on the results of Phases 1 and 2, the undertaking may : (a) identify transition risks and opportunities in its own operations and its value chain by the categories of: i. policy and legal: e.g., introduction of regulation or policy (e.g., changes such as increased water protection, increased quality of water regulations, regulation of flows of water supply), ineffective governance of water bodies or marine resources , in particular across boundaries (e.g., transboundary governance and cooperation) resulting in water or oceans degradation , exposure to sanctions and litigation (e.g., non-respect of permits or allocations; negligence towards or killing of threatened marine species), enhanced reporting obligations on marine ecosystems and related services; ii. technology: e.g., substitution of products or services by products or services with a lower impact on water and marine resources, transition to more efficient and cleaner technologies (i.e., with lower impacts on oceans and water), new monitoring technologies (e.g., satellite), water purification, flood protection; iii. market: e.g., shifting supply, demand and financing, volatility or increased costs of water or marine resources; iv. reputation: e.g., changing societal, customer or community perceptions as a result of an organisation’s impact on water and marine resources; and v. contribution to systemic risks via its own operations and its upstream and downstream value chain, including the risks that a marine ecosystem collapses or 8 the risks that a critical natural system no longer functions (e.g., tipping points are reached, summing physical risks); (b) identify physical risk including water quantity ( water scarcity , water stress), water quality, infrastructure decay or unavailability of some marine resources-related commodities (e.g. the rarefaction of some species of fish or other underwater marine living organisms sold as products by the undertaking) leading for instance to the impossibility of  running operations in certain geographical areas; (c) identify opportunities categorised by: i. resource efficiency: e.g., transition to more efficient services and processes requiring less water and marine resources; ii. markets: e.g., development of less resource-intense products and services, diversification of business activities; iii. financing: e.g., access to green funds, bonds or loans; iv. resilience: e.g., diversification of marine or water resources and business activities (e.g., starting a new business unit on ecosystem restoration ), investing in green infrastructures, nature-based solutions , adopting recycling and circularity mechanisms that reduce the dependencies on water or marine resources; and v. reputation: positive stakeholder engagement as a result of a proactive stance on managing nature-related risks (e.g., leading to preferred partner status). AR 14. The undertaking may rely on primary, secondary or modelled data collection or other relevant approaches to assess material impacts, dependencies , risks and opportunities, including Commission Recommendation 2021/2279 on the use of the Environmental Footprint methods to measure and communicate the life cycle environmental performance of products and organisations (Annex I – Product Environmental Footprint; Annex III – Organisation Environmental Footprint). AR 15. When providing information on the outcome of the materiality assessment, the undertaking shall consider: (a) a list of geographical areas where water is a material issue for the undertaking’s own operations and its upstream and downstream value chain; (b) a list of marine resources -related commodities used by the undertaking which are material to the good environmental status of marine waters as well as for the protection of marine resources; and (c) a list of sectors or segments associated with water and marine resources material impacts, risks and opportunities. Disclosure Requirement E3-1 – Policies related to water and marine resources AR 16. The policies described under this Disclosure Requirement may be integrated in broader environmental or sustainability policies covering different subtopics. AR 17. When disclosing information under paragraph 9, the undertaking may disclose whether its policies : (a) prevent further deterioration and protect and enhance the status of water bodies and aquatic ecosystems ; (b) promote sustainable water use based on a long-term protection of available water resources; (c) aim at enhanced protection and improvement of the aquatic environment; (d) promote a good environmental status of marine water; and 9 (e) promote reduction of water withdrawals and water discharges . AR 18. The undertaking may also disclose information about policies which: (a) contribute  to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect  human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend; (b) minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations; and (c) avoid impacts on affected communities . Disclosure Requirement E3-2 – Actions and resources related to water and marine resources policies AR 19. When disclosing information required under paragraph 15, the undertaking shall consider  the actions , or action plans, contributing to address the material impacts, risks and opportunities identified. Useful guidance is provided by the Alliance for Water Stewardship (AWS). AR 20. Considering that water and marine resources are shared resources which may require collective actions , or action plans, involving other stakeholders , the undertaking may provide information on those specific collective actions, including information on other parties (competitors, suppliers , retailers, customers, other business partners, local communities and authorities, government agencies…) and specific information on the project, its specific contribution, its sponsors and other participants. AR 21. When providing information on capital expenditures, the undertaking may consider expenditures related, for example, to stormwater drain rehabilitation, pipelines, or machinery used to manufacture new low water-use products.",ESRS_20E3_20Delegated-act-2023-5303-annex-1_en.pdf,7,10,Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and 
Disclosure_Disclosure_Requirement_E3_3_Targets_related_to_water_and_marine_resources,Disclosure Requirement E3-3 – Targets related to water and marine resources,Disclosure,Disclosure Requirement E3-3 – Targets related to water and marine resources,"Disclosure Requirement E3-3 – Targets related to water and marine resources AR 22. If the undertaking refers to ecological thresholds when setting targets , it may refer to the guidance provided by the Science-Based Targets Initiative for Nature (SBTN) in its interim guidance (Initial Guidance for Business, September 2020). It may also refer to any other guidance with a scientifically acknowledged methodology that enables the setting of science- based targets by identifying ecological thresholds and, if applicable, organisationspecific allocations. Ecological thresholds can be local, national and/or global. AR 23. The undertaking may provide targets relating to: (a)  the reduction of water withdrawals ; and (b) the reduction of water discharges . AR 24. If the undertaking provides targets on withdrawals, it may include water withdrawal from polluted soils and aquifers, and water withdrawn and treated for remediation purposes. AR 25. If the undertaking provides targets on discharges , it may include water discharges to groundwater such as reinjection to aquifers, or water returning to a groundwater source via a soakaway or a swale. 10 AR 26. The targets may cover its own operations and/or its upstream and downstream value chain. AR 27. The undertaking may specify whether the target addresses shortcomings related to the Substantial Contribution criteria for Water and Marine Resources as defined in the Commission delegated acts adopted pursuant to Article 12(2) of Regulation (EU) 2020/852. Where the Do No Significant Harm (DNSH) criteria  for Water and Marine Resources as defined in delegated acts adopted pursuant to Article 10(3), Article 11(3), Article 13(2), Article 14(2), and Article 15(2) of Regulation (EU) 2020/852 are not met, the undertaking may specify whether the target addresses shortcomings related those DNSH criteria. Disclosure Requirement E3-4 – Water consumption AR 28. The undertaking may operate in various areas at water risk . When disclosing information under paragraph 28 (b), the undertaking shall include such information only for those areas that have been identified as material in accordance with ESRS2 IRO-1 and ESRS2 SBM-3. AR 29. When disclosing contextual information on water consumption performance required by paragraph 26, the undertaking shall explain the calculation methodologies and more specifically the share of the measure obtained from direct measurement, from sampling and extrapolation, or from best estimates. AR 30. The undertaking may provide information on other breakdowns (i.e., per sector or segments). AR 31. When disclosing information required by paragraph 29 the undertaking may provide additional intensity ratios based on other denominators. AR 32. The undertaking may also provide information on its water withdrawals and water discharges . Disclosure Requirement E3-5 – Anticipated financial effects from material water and marine resources-related risks and opportunities AR 33. The undertaking may include an assessment of its related products and services at risk over the short-, medium- and long-term, explaining how these are defined, how financial amounts are estimated, and which critical assumptions are made. AR 34. The quantification of the anticipated financial effects in monetary terms under paragraph 39(a) may be a single amount or a range. 11",ESRS_20E3_20Delegated-act-2023-5303-annex-1_en.pdf,10,11,Disclosure Requirement E3-3 – Targets related to water and marine resources
Framework_Business_responsibility_and_sustainability_reporting_by_listed_entitiesAnnexure1_p_pdf,Business Responsibility and Sustainability Report,Framework,BRSR,,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,,,
Topic_C,SECTION A: GENERAL DISCLOSURES,Topic,C,"I. Details of the listed entity 1. Corporate Identity Number (CIN) of the Listed Entity 2. Name of the Listed Entity 3. Year of incorporation 4. Registered office address 5. Corporate address 6. E-mail 7. Telephone 8. Website 9. Financial year for which reporting is being done 10. Name of the Stock Exchange(s) where shares are listed 11. Paid-up Capital 12. Name and contact details (telephone, email address) of the person who may be contacted in case of any queries on the BRSR report 13. Reporting boundary - Are the disclosures under this report made on a standalone basis (i.e. only for the entity) or on a consolidated basis (i.e. for the entity and all the entities which form a part of its consolidated financial statements, taken together). III. Operations 16. Number of locations where plants and/or operations/offices of the entity are situated: Location Number of plants Number of offices Total",Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,1,5,SECTION A: GENERAL DISCLOSURES
Disclosure_Q17_-6297199054481257230,17. Markets served by the entity: a. Number of locations,Disclosure,Q17,17. Markets served by the entity: a. Number of locations Locations Number b. What is the contribution of exports as a percentage of the total turnover of the entity? c. A brief on types of customers,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,2,2,17. Markets served by the entity: a. Number of locations
Disclosure_Q18_-176298124201793786,18. Details as at the end of Financial Year: a. Employees and workers (including differently abled):,Disclosure,Q18,18. Details as at the end of Financial Year: a. Employees and workers (including differently abled):,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,2,2,18. Details as at the end of Financial Year: a. Employees and workers (including differently abled):
Disclosure_S_945782453872657018,S.,Disclosure,S.,S.,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,2,2,S.
Disclosure_S_945782453872657018,S.,Disclosure,S.,S.,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,3,3,S.
Disclosure_Q19_1378423268773647744,19. Participation/Inclusion/Representation of women,Disclosure,Q19,19. Participation/Inclusion/Representation of women (Disclose trends for the past 3 years),Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,3,4,19. Participation/Inclusion/Representation of women
Disclosure_Q22_-6849089121929753382,"22. (i) Whether CSR is applicable as per section 135 of Companies Act, 2013: (Yes/No) (ii) Turnover (in Rs.) (iii) Net w",Disclosure,Q22,"22. (i) Whether CSR is applicable as per section 135 of Companies Act, 2013: (Yes/No) (ii) Turnover (in Rs.) (iii) Net worth (in Rs.)",Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,4,4,"22. (i) Whether CSR is applicable as per section 135 of Companies Act, 2013: (Yes/No) (ii) Turnover (in Rs.) (iii) Net w"
Disclosure_Q23_-6115681057730055166,23. Complaints/Grievances on any of the principles (Principles 1 to 9) under the National Guidelines on Responsible Busi,Disclosure,Q23,23. Complaints/Grievances on any of the principles (Principles 1 to 9) under the National Guidelines on Responsible Business Conduct: Stakeholder,Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,4,5,23. Complaints/Grievances on any of the principles (Principles 1 to 9) under the National Guidelines on Responsible Busi
Disclosure_Q24_2434095512212408412,24. Overview of the entity’s material responsible business conduct issues,Disclosure,Q24,"24. Overview of the entity’s material responsible business conduct issues Please indicate material responsible business conduct and sustainability issues pertaining to environmental and social matters that present a risk or an opportunity to your business, rationale for identifying the same, approach to adapt or mitigate the risk along-with its financial implications, as per the following format",Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,5,5,24. Overview of the entity’s material responsible business conduct issues
Topic_C,SECTION B: MANAGEMENT AND PROCESS DISCLOSURES,Topic,C,"This section is aimed at helping businesses demonstrate the structures, policies and processes put in place towards adopting the NGRBC Principles and Core Elements.",Business responsibility and sustainability reporting by listed entitiesAnnexure1_p.pdf,6,7,SECTION B: MANAGEMENT AND PROCESS DISCLOSURES
